gene_id,gene_name,log2FC_RA_vs_OA,p_value
NRSN2-AS1,NRSN2-AS1,-0.10580387558578745,0.46484375
NRTN,NRTN,-3.5465209390652372,0.0078125
NRXN1,NRXN1,-1.1827458954919494,0.4375
NRXN2,NRXN2,-0.27748097167900637,0.51953125
NRXN3,NRXN3,-0.06061380720317211,0.8984375
NSA2,NSA2,-0.05965483694901205,0.7646484375
NSD1,NSD1,0.11521774431826973,0.1015625
NSD2,NSD2,0.1449790558080075,0.46484375
NSD3,NSD3,0.008586678237594103,0.7001953125
NSDHL,NSDHL,0.021319349525967975,0.46484375
NSF,NSF,0.00803989435623159,0.8984375
NSFL1C,NSFL1C,0.038329083602240535,0.6376953125
NSFP1,NSFP1,0.024973573533140052,0.8984375
NSG1,NSG1,0.11838294614753489,0.6953125
NSG2,NSG2,-0.39444629338963777,0.84375
NSL1,NSL1,-0.2301409818300742,0.009765625
NSMAF,NSMAF,0.056620672142373416,0.51953125
NSMCE1,NSMCE1,-0.0050834735370282646,0.7646484375
NSMCE1-DT,NSMCE1-DT,1.5885200221006248,0.1875
NSMCE2,NSMCE2,-0.17541501126622272,0.123046875
NSMCE3,NSMCE3,-0.10976163909419874,0.0537109375
NSMCE4A,NSMCE4A,0.00346536624208256,0.9658203125
NSMF,NSMF,-0.17068671352502152,0.0830078125
NSRP1,NSRP1,0.08757011843406536,0.2783203125
NSUN2,NSUN2,0.2386653339502947,0.0068359375
NSUN3,NSUN3,-0.029895779768899056,0.4130859375
NSUN4,NSUN4,0.0019999200274441187,0.8310546875
NSUN5,NSUN5,-0.18730333432856186,0.0244140625
NSUN5P1,NSUN5P1,-0.18486771498023175,0.2783203125
NSUN5P2,NSUN5P2,-0.12726780282653058,0.51953125
NSUN6,NSUN6,0.04594819367799409,0.51953125
NSUN7,NSUN7,0.8657005671873081,0.734375
NT5C,NT5C,-0.10652940384818863,0.365234375
NT5C1B,NT5C1B,-1.9738829160843472,0.375
NT5C1B-RDH14,NT5C1B-RDH14,-2.4941064125923846,0.25
NT5C2,NT5C2,0.0897730838407813,0.2060546875
NT5C3A,NT5C3A,0.12871815762271677,0.1474609375
NT5C3B,NT5C3B,-0.025577193432453394,0.8984375
NT5DC1,NT5DC1,-0.07458366443235917,0.4130859375
NT5DC2,NT5DC2,0.27088339487108504,0.0673828125
NT5DC3,NT5DC3,0.17374889937849247,0.1748046875
NT5E,NT5E,0.16245960354436315,0.46484375
NT5M,NT5M,-0.2758194801911157,0.46484375
NTAN1,NTAN1,-0.5091876116488235,0.0009765625
NTF3,NTF3,1.4125411334840894,0.0537109375
NTF4,NTF4,0.008258071739006976,0.625
NTHL1,NTHL1,0.04867686743509622,0.3203125
NTM,NTM,0.9981550223310752,0.0068359375
NTMT1,NTMT1,0.05988836215175178,0.365234375
NTN1,NTN1,0.19037329758950713,0.8984375
NTN3,NTN3,0.3013508318786944,0.7421875
NTN4,NTN4,0.8346706460425036,0.0009765625
NTN5,NTN5,-0.7054106755288027,0.5703125
NTNG1,NTNG1,-0.7170104925062042,0.1748046875
NTNG2,NTNG2,-0.41800422155632827,0.2060546875
NTPCR,NTPCR,-0.23386701401160667,0.0185546875
NTRK1,NTRK1,-0.10767090110918856,0.6376953125
NTRK2,NTRK2,0.35892415013185736,0.365234375
NTRK3,NTRK3,1.5856913414604312,0.0009765625
NTS,NTS,-0.8401475752265375,0.1474609375
NTSR1,NTSR1,1.7731433758680801,0.4375
NUAK1,NUAK1,0.14150763628026214,0.2783203125
NUAK2,NUAK2,0.4218485321257181,0.013671875
NUB1,NUB1,-0.11822006248961271,0.3203125
NUBP1,NUBP1,-0.06477696105778413,0.1015625
NUBP2,NUBP2,-0.13127330844746696,0.1748046875
NUBPL,NUBPL,-0.10661857657193959,0.240234375
NUCB1,NUCB1,-0.32970636512715223,0.0068359375
NUCB2,NUCB2,0.2742794466909769,0.0673828125
NUCKS1,NUCKS1,0.1428521407202392,0.123046875
NUDC,NUDC,0.02840860065278027,0.9658203125
NUDCD1,NUDCD1,0.3621612274254856,0.0244140625
NUDCD2,NUDCD2,0.12086755833724282,0.123046875
NUDCD3,NUDCD3,-0.1366383797981688,0.1474609375
NUDT1,NUDT1,-0.05572689572034664,0.6376953125
NUDT10,NUDT10,-0.776772300470079,0.0673828125
NUDT11,NUDT11,-0.147408860232447,0.2060546875
NUDT12,NUDT12,-0.10153894546638284,0.4130859375
NUDT13,NUDT13,-0.2605478576281286,0.1748046875
NUDT14,NUDT14,-0.4532763777192035,0.009765625
NUDT15,NUDT15,0.0908200069212182,0.2783203125
NUDT16,NUDT16,0.05054617416766107,0.5771484375
NUDT16L1,NUDT16L1,0.11863256617552825,0.3203125
NUDT16P1,NUDT16P1,-0.4319338370586334,0.7001953125
NUDT17,NUDT17,0.07777134527504884,0.7646484375
NUDT18,NUDT18,-0.08754050597345149,0.8310546875
NUDT19,NUDT19,0.27873133499595043,0.013671875
NUDT2,NUDT2,0.047246866689976026,0.7646484375
NUDT21,NUDT21,0.06406645588422195,0.365234375
NUDT22,NUDT22,-0.037195444823865324,0.8984375
NUDT3,NUDT3,-0.013970162151634638,0.7001953125
NUDT4,NUDT4,0.03280012400378837,1.0
NUDT4B,NUDT4B,0.04213825233366969,0.8310546875
NUDT4P2,NUDT4P2,-0.5885076574921181,0.625
NUDT5,NUDT5,-0.11680573184470842,0.0419921875
NUDT6,NUDT6,-0.29704612374895856,0.0537109375
NUDT7,NUDT7,-0.32610939893942315,0.0673828125
NUDT8,NUDT8,-0.08493021922797955,0.7001953125
NUDT9,NUDT9,-0.07883470024501336,0.240234375
NUDT9P1,NUDT9P1,0.905584879717688,0.0009765625
NUF2,NUF2,0.19507101947935926,0.7001953125
NUFIP1,NUFIP1,0.04278803411281929,0.365234375
NUFIP2,NUFIP2,0.114927981811542,0.0419921875
NUGGC,NUGGC,-1.5929076943718157,0.078125
NUMA1,NUMA1,-0.49764617982539344,0.0009765625
NUMB,NUMB,0.14522443569841506,0.0322265625
NUMBL,NUMBL,-0.046030843773385316,0.8310546875
NUP107,NUP107,0.060026000359865786,0.51953125
NUP133,NUP133,-0.026613597318282497,0.5771484375
NUP153,NUP153,0.002939717584600321,0.9658203125
NUP155,NUP155,0.03606945469416818,0.6376953125
NUP160,NUP160,0.07757625769871858,0.2060546875
NUP188,NUP188,0.01830635302290492,0.8984375
NUP205,NUP205,0.0965336239988748,0.365234375
NUP210,NUP210,0.4468174520706035,0.1748046875
NUP210L,NUP210L,-0.3900327236130794,0.51953125
NUP214,NUP214,-0.042749570532445165,0.365234375
NUP35,NUP35,0.13257102784921587,0.365234375
NUP37,NUP37,0.027181793050590205,0.5771484375
NUP42,NUP42,-0.09955418350490824,0.1748046875
NUP43,NUP43,0.012420803046192846,0.7001953125
NUP50,NUP50,0.0024171502095259897,0.7646484375
NUP50-DT,NUP50-DT,-0.050255846987738974,0.4130859375
NUP54,NUP54,0.10293366104031648,0.0537109375
NUP58,NUP58,0.3010966899613182,0.0419921875
NUP62,NUP62,-0.004196285864825511,1.0
NUP62CL,NUP62CL,-1.0179774394643293,0.10546875
NUP85,NUP85,0.05855561326271293,0.365234375
NUP88,NUP88,0.15340990144892985,0.240234375
NUP93,NUP93,0.13396850222549314,0.1015625
NUP98,NUP98,0.08306289370272474,0.3203125
NUPR1,NUPR1,-0.2575710293761412,0.1015625
NUS1,NUS1,0.14330883958639004,0.0830078125
NUSAP1,NUSAP1,-0.10001476849987034,0.8984375
NUTF2,NUTF2,0.19285149933264983,0.013671875
NUTM1,NUTM1,1.6509506219748447,0.75
NUTM2A,NUTM2A,-0.09987389970660529,0.5771484375
NUTM2A-AS1,NUTM2A-AS1,0.20871666789751994,0.0244140625
NUTM2B,NUTM2B,-0.8448407068607648,0.001953125
NUTM2B-AS1,NUTM2B-AS1,0.16443929882074707,0.1748046875
NUTM2D,NUTM2D,-0.007262702086784229,0.9658203125
NUTM2E,NUTM2E,4.569530702960184,0.01171875
NVL,NVL,0.08890069518748277,0.0419921875
NXF1,NXF1,-0.05798360000299995,0.365234375
NXF3,NXF3,-2.314955337392102,0.125
NXN,NXN,-0.4229827520229759,0.0830078125
NXNL2,NXNL2,0.7229080317956803,0.1015625
NXPE2,NXPE2,-0.2972456873622853,0.375
NXPE3,NXPE3,0.34648902336247145,0.0068359375
NXPH2,NXPH2,-2.657280460708577,0.0068359375
NXPH3,NXPH3,-0.5419022623479165,0.0419921875
NXPH4,NXPH4,-0.12745319177205386,0.9658203125
NXT1,NXT1,0.4029149775560851,0.0009765625
NXT2,NXT2,-0.09628826344391851,0.1474609375
NYAP1,NYAP1,-0.9119575684488948,0.0537109375
NYAP2,NYAP2,-0.28140187706149816,0.625
NYNRIN,NYNRIN,-0.2589167891170868,0.123046875
NYX,NYX,-0.9832056647272981,1.0
OAF,OAF,0.13733080739107656,0.8984375
OARD1,OARD1,-0.1922570731944892,0.0322265625
OAS1,OAS1,-0.9902700343293447,0.0185546875
OAS2,OAS2,-0.2835029975897626,0.240234375
OAS3,OAS3,-0.28745956622065855,0.240234375
OASL,OASL,-0.9733030701226032,0.009765625
OAT,OAT,0.17468127281702786,0.0244140625
OAZ1,OAZ1,-0.07581593908241405,0.3203125
OAZ2,OAZ2,-0.024130095514022037,0.3203125
OAZ3,OAZ3,0.46329684825566547,0.0419921875
OBI1,OBI1,0.010516716969661855,0.8310546875
OBI1-AS1,OBI1-AS1,1.5890389095454098,0.0419921875
OBSCN,OBSCN,-0.9771648104046265,0.0009765625
OBSCN-AS1,OBSCN-AS1,-1.39913940470096,0.123046875
OBSL1,OBSL1,-0.3516315457714541,0.001953125
OCEL1,OCEL1,-0.41584241939075073,0.0830078125
OCIAD1,OCIAD1,0.16593100123496696,0.0068359375
OCIAD2,OCIAD2,0.25260973168635176,0.2783203125
OCLN,OCLN,-0.3283867133407404,0.1748046875
OCLNP1,OCLNP1,-0.36562032292025887,0.845703125
OCM,OCM,-1.0035403723069987,0.49609375
OCRL,OCRL,0.08035986910157762,0.123046875
ODAM,ODAM,-2.0381497799692214,0.0048828125
ODAPH,ODAPH,-0.026280157423462614,1.0
ODC1,ODC1,0.6067295874463519,0.0009765625
ODC1-DT,ODC1-DT,-0.2838360033948485,0.7001953125
ODF2,ODF2,0.06922795708052179,0.51953125
ODF2L,ODF2L,-0.13961518005989967,0.123046875
ODF3B,ODF3B,-0.2399104645794093,0.46484375
ODF3L1,ODF3L1,-0.6179513717182638,0.1015625
ODF3L2,ODF3L2,-0.9524607847729957,0.12890625
ODR4,ODR4,0.10187847102923603,0.0048828125
OFD1,OFD1,-0.0433264707100516,0.7646484375
OGA,OGA,0.1110983412733293,0.0673828125
OGDH,OGDH,0.022366248425149653,0.7646484375
OGDHL,OGDHL,-1.8843521097259144,0.009765625
OGFOD1,OGFOD1,0.4259012542589079,0.0009765625
OGFOD2,OGFOD2,-0.02773700624179512,0.51953125
OGFOD3,OGFOD3,-0.15413626307662218,0.2783203125
OGFR,OGFR,-0.20710470366922257,0.0322265625
OGFR-AS1,OGFR-AS1,-0.1410669031992206,0.9658203125
OGFRL1,OGFRL1,0.11431745520711907,0.4130859375
OGFRP1,OGFRP1,0.5907487922575273,0.123046875
OGG1,OGG1,-0.02591722505102897,0.7646484375
OGN,OGN,-0.9416039329911365,0.1474609375
OGT,OGT,0.011370204824956388,1.0
OIP5,OIP5,0.11541153305455575,0.7001953125
OIP5-AS1,OIP5-AS1,-0.19859542776084463,0.123046875
OIT3,OIT3,-0.5012334969849794,0.431640625
OLA1,OLA1,0.1792779902727174,0.0068359375
OLAH,OLAH,1.1965514873969774,0.1640625
OLFM1,OLFM1,-0.30294190166182866,0.0537109375
OLFM2,OLFM2,1.1993442741740425,0.0419921875
OLFM3,OLFM3,-1.4736737180309951,0.75
OLFM4,OLFM4,-1.166552325469729,0.0537109375
OLFM5P,OLFM5P,0.13763655725100452,0.4130859375
OLFML1,OLFML1,-0.4170057037234556,0.2783203125
OLFML2A,OLFML2A,-1.1172343159258302,0.0244140625
OLFML2B,OLFML2B,-0.8341762101432966,0.0048828125
OLFML3,OLFML3,-0.07995523188675341,0.8984375
OLMALINC,OLMALINC,-0.6349590179219886,0.0537109375
OLR1,OLR1,2.332604777569463,0.037109375
OMA1,OMA1,-0.21194578373938083,0.0830078125
OMD,OMD,-0.7214546598607776,0.1748046875
OMG,OMG,0.008907706517231193,0.6875
OMP,OMP,-0.7524856419990247,0.8125
ONECUT2,ONECUT2,-0.09607726062782469,0.8984375
OOEP,OOEP,1.693432004743047,0.1015625
OPA1,OPA1,0.10931997556602552,0.0673828125
OPA3,OPA3,0.044787365561136445,0.365234375
OPCML,OPCML,1.2652328034907907,0.0419921875
OPHN1,OPHN1,-0.11092609354808594,0.240234375
OPLAH,OPLAH,-0.31171336840995345,0.0830078125
OPN1MW3,OPN1MW3,-0.9158137208076086,1.0
OPN1SW,OPN1SW,0.0014129124439178683,0.875
OPN3,OPN3,-0.2408003715397081,0.0673828125
OPN4,OPN4,-1.9861471490674718,0.296875
OPRD1,OPRD1,-1.1126591988939902,0.322265625
OPRL1,OPRL1,-0.47047308055953085,0.0830078125
OPTC,OPTC,0.003518431992961146,1.0
OPTN,OPTN,-0.024265632999615254,0.7646484375
OR10A3,OR10A3,-0.37281450145548994,0.65234375
OR10A6,OR10A6,0.6584804927271445,0.1748046875
OR10D3,OR10D3,1.6250900134812372,0.5
OR13A1,OR13A1,-0.5747422125206391,1.0
OR1E1,OR1E1,0.6985895698511528,0.46875
OR1F1,OR1F1,0.4255289137326073,0.46484375
OR1F2P,OR1F2P,-1.3149477983771274,0.4375
OR1J1,OR1J1,-5.13540138176752e-05,1.0
OR1J2,OR1J2,0.6902137170805968,0.3828125
OR1J4,OR1J4,2.1203808683314667,0.03125
OR1L8,OR1L8,-2.30822978899288,0.3125
OR1N2,OR1N2,0.548737096097907,1.0
OR1Q1,OR1Q1,1.144574710726607,0.8125
OR2A1,OR2A1,-0.6934073708136673,0.2783203125
OR2A1-AS1,OR2A1-AS1,0.17998163571937997,0.6376953125
OR2A20P,OR2A20P,-0.2830022585479146,0.123046875
OR2A4,OR2A4,0.08826948300796489,0.5771484375
OR2A42,OR2A42,-0.13657709282425107,1.0
OR2A7,OR2A7,-0.08109882737407158,0.8984375
OR2A9P,OR2A9P,-0.20076773738093132,0.8310546875
OR2AE1,OR2AE1,-0.8913544063250795,0.12890625
OR2AG2,OR2AG2,-0.7347668524246557,0.625
OR2AK2,OR2AK2,-0.9893935992228642,0.75
OR2C1,OR2C1,0.2369085106534732,0.46875
OR2D2,OR2D2,-2.4100640379166345,0.25
OR2F2,OR2F2,-0.9935087005843881,1.0
OR2K2,OR2K2,0.0011972852142660534,0.875
OR2L13,OR2L13,0.03831661293095029,0.8203125
OR2L1P,OR2L1P,-0.580063268419787,0.875
OR2L2,OR2L2,0.003937404350059807,0.75
OR2L3,OR2L3,1.5883665246221863,0.5
OR2L8,OR2L8,0.0049451743906177795,1.0
OR2S2,OR2S2,-0.06305195817665632,0.625
OR2T33,OR2T33,-0.18589475428681534,0.9375
OR2T8,OR2T8,0.23145371713665913,0.6875
OR2W3,OR2W3,0.3798309175310026,0.0673828125
OR3A1,OR3A1,-1.1807352761591356,0.84375
OR3A3,OR3A3,1.044940201821926,0.75
OR4F16,OR4F16,0.42818478182497316,0.556640625
OR4F21,OR4F21,0.3885569570473468,0.6875
OR4F29,OR4F29,0.42818478182497316,0.556640625
OR4F3,OR4F3,0.42818478182497316,0.556640625
OR4N2,OR4N2,1.8968324160286394,0.1875
OR51B5,OR51B5,-1.306182392659498,0.875
OR51E2,OR51E2,0.49260853611562944,0.75
OR52H1,OR52H1,-0.8035696392354003,0.546875
OR52N4,OR52N4,0.06421374998678696,1.0
OR5B21,OR5B21,0.6215781888178183,0.322265625
OR5P2,OR5P2,0.5859526309928406,1.0
OR5P3,OR5P3,-0.7249384318562934,0.84375
OR6A2,OR6A2,0.007619225094543017,0.84375
OR6W1P,OR6W1P,0.015531664702731098,1.0
OR7D2,OR7D2,0.07096257979115435,0.7421875
OR7E12P,OR7E12P,-0.11860790411949701,1.0
OR7E2P,OR7E2P,0.006435145865975358,1.0
OR7E37P,OR7E37P,0.5935712792341752,0.578125
OR7E47P,OR7E47P,0.8942251046798395,0.193359375
ORAI1,ORAI1,-0.16910041286572056,0.1015625
ORAI2,ORAI2,-0.08595347081262517,0.46484375
ORAI3,ORAI3,-0.6648866368359334,0.0029296875
ORC1,ORC1,0.08221859790596783,0.8984375
ORC2,ORC2,0.010095855548650752,0.51953125
ORC3,ORC3,0.03144095227363482,0.3203125
ORC4,ORC4,0.10389806830607885,0.0537109375
ORC5,ORC5,-0.004127631480130551,0.8984375
ORC6,ORC6,0.2640005137472914,0.365234375
ORM1,ORM1,-1.5721115372005878,0.75
ORMDL1,ORMDL1,0.30540700894860984,0.0244140625
ORMDL2,ORMDL2,0.21032382735766916,0.0419921875
ORMDL3,ORMDL3,0.11750372886852632,0.3203125
OS9,OS9,-0.2422803524928662,0.0537109375
OSBP,OSBP,-0.02485269382069479,0.5771484375
OSBP2,OSBP2,0.014825067177888718,0.8984375
OSBPL10,OSBPL10,0.17604134464112095,0.240234375
OSBPL11,OSBPL11,0.0698886207127755,0.2783203125
OSBPL1A,OSBPL1A,-0.21259375521013804,0.0673828125
OSBPL2,OSBPL2,0.15095628856598045,0.0419921875
OSBPL3,OSBPL3,-0.06067106618694638,0.4130859375
OSBPL5,OSBPL5,-0.2262716221374409,0.0419921875
OSBPL6,OSBPL6,0.6238594166816035,0.0185546875
OSBPL7,OSBPL7,-0.34752959686900564,0.0673828125
OSBPL8,OSBPL8,-0.12492220979843517,0.123046875
OSBPL9,OSBPL9,-0.13777224328030874,0.0537109375
OSCAR,OSCAR,-0.03422783442738217,1.0
OSCP1,OSCP1,-0.1878155363639764,0.123046875
OSER1,OSER1,-0.08193797556291099,0.240234375
OSER1-DT,OSER1-DT,-0.5042354662258658,0.0185546875
OSGEP,OSGEP,0.09648918856160493,0.4130859375
OSGEPL1,OSGEPL1,-0.05850550110655396,0.7001953125
OSGEPL1-AS1,OSGEPL1-AS1,-0.04597496717852912,0.8310546875
OSGIN1,OSGIN1,-0.00028558437884212734,0.9658203125
OSGIN2,OSGIN2,0.07407313636257501,0.2060546875
OSM,OSM,1.195361743672866,0.5
OSMR,OSMR,-0.15460704728833732,0.7646484375
OSMR-AS1,OSMR-AS1,-0.42644022978935103,0.625
OSR1,OSR1,-0.6650932835391516,0.009765625
OSR2,OSR2,-1.042822611442116,0.009765625
OST4,OST4,0.07939250524811481,0.4130859375
OSTC,OSTC,0.36604381794504354,0.0009765625
OSTF1,OSTF1,0.1823756361430156,0.1474609375
OSTM1,OSTM1,0.148852970179428,0.2783203125
OSTN,OSTN,-1.0191370258729788,0.51953125
OSTN-AS1,OSTN-AS1,1.0583721853478767,0.232421875
OTC,OTC,-0.0046333309868317,1.0
OTOA,OTOA,-0.7428557384650695,0.130859375
OTOAP1,OTOAP1,-0.38266978880996666,0.7001953125
OTOF,OTOF,0.8061816067956775,0.1748046875
OTOGL,OTOGL,0.3688856891517871,0.5771484375
OTOR,OTOR,-1.7202579987185453,0.25
OTOS,OTOS,-0.9902218407278882,0.625
OTUB1,OTUB1,0.12684568405656413,0.013671875
OTUB2,OTUB2,0.058571997311336846,0.51953125
OTUD1,OTUD1,-0.3413695416064848,0.013671875
OTUD3,OTUD3,0.35931757197472336,0.0009765625
OTUD4,OTUD4,0.21295854734173533,0.001953125
OTUD5,OTUD5,0.005971221217053325,0.7001953125
OTUD6B,OTUD6B,0.30706124110158517,0.0029296875
OTUD6B-AS1,OTUD6B-AS1,0.04546590525941156,0.4130859375
OTUD7A,OTUD7A,-1.223854684031245,0.0048828125
OTUD7B,OTUD7B,-0.1430511882175259,0.0185546875
OTULIN,OTULIN,0.04168883685181143,0.7001953125
OTULINL,OTULINL,-0.026757577642034687,1.0
OTX1,OTX1,-0.4177188319879864,0.546875
OVAAL,OVAAL,2.0123468976655463,0.046875
OVCA2,OVCA2,0.04976082388376987,0.3203125
OVCH1,OVCH1,-0.7459850458936528,0.0185546875
OVCH1-AS1,OVCH1-AS1,3.1877255170063017,0.15625
OVCH2,OVCH2,-0.7519199445555768,0.16015625
OVGP1,OVGP1,-0.09181901970704551,0.5771484375
OVOL1,OVOL1,1.5902231067356754,0.25
OVOL1-AS1,OVOL1-AS1,-0.7251356254376887,0.46875
OVOS,OVOS,-0.3455143778875917,0.8984375
OVOS2,OVOS2,-0.4101575853392474,0.15625
OXA1L,OXA1L,-0.18083986038359853,0.2783203125
OXCT1,OXCT1,-0.4547312799957239,0.001953125
OXCT1-AS1,OXCT1-AS1,-0.5528422052711952,0.0185546875
OXCT2,OXCT2,0.46393999355032484,0.0830078125
OXCT2P1,OXCT2P1,0.03768537830424351,1.0
OXER1,OXER1,0.40438851383773244,0.65234375
OXLD1,OXLD1,-0.10691770532732704,0.365234375
OXNAD1,OXNAD1,0.11937788481163382,0.1474609375
OXR1,OXR1,-0.1512063834680172,0.0537109375
OXSM,OXSM,0.12461797819380711,0.1748046875
OXSR1,OXSR1,0.08076015547142366,0.2060546875
OXT,OXT,-0.9945493212022738,0.359375
OXTR,OXTR,1.6091816167991233,0.0322265625
P2RX1,P2RX1,0.5786272507729325,0.875
P2RX3,P2RX3,-0.2174374760639933,0.7421875
P2RX4,P2RX4,-0.7114200130910135,0.0029296875
P2RX5,P2RX5,0.29621691220927127,0.5771484375
P2RX5-TAX1BP3,P2RX5-TAX1BP3,0.069531695654655,0.8984375
P2RX6,P2RX6,-0.18897539925634244,1.0
P2RX7,P2RX7,-2.1472669405351543,0.0009765625
P2RY1,P2RY1,0.6297393522549548,0.064453125
P2RY10,P2RY10,-0.15916343476556308,1.0
P2RY12,P2RY12,-0.5811301329036057,0.431640625
P2RY13,P2RY13,-0.5887856097348846,0.875
P2RY2,P2RY2,0.0010195023081172158,0.8984375
P2RY4,P2RY4,-0.14494820441926196,0.845703125
P2RY6,P2RY6,0.8216001021527504,0.013671875
P3H1,P3H1,0.4155348581883058,0.0068359375
P3H2,P3H2,0.9797537910422196,0.013671875
P3H2-AS1,P3H2-AS1,3.4695458530381416,0.03125
P3H3,P3H3,0.0829735081120848,0.51953125
P3H4,P3H4,0.3630351416427994,0.009765625
P4HA1,P4HA1,0.42925872107757085,0.0185546875
P4HA2,P4HA2,0.2793686846512043,0.0830078125
P4HA2-AS1,P4HA2-AS1,1.6030367984089655,0.25
P4HA3,P4HA3,-0.7333645518833704,0.001953125
P4HA3-AS1,P4HA3-AS1,-1.736542088874976,0.078125
P4HB,P4HB,-0.02200903057876851,0.9658203125
P4HTM,P4HTM,-0.17438404675657126,0.123046875
PA2G4,PA2G4,0.23618190139297182,0.0185546875
PA2G4P4,PA2G4P4,-0.23873927901260183,0.1748046875
PAAF1,PAAF1,0.1323024197611034,0.4130859375
PABPC1,PABPC1,0.01825139663198098,0.8984375
PABPC1L,PABPC1L,0.21069325203646516,0.0830078125
PABPC3,PABPC3,0.13264134795664134,0.6376953125
PABPC4,PABPC4,0.004759349776228828,0.7646484375
PABPC4L,PABPC4L,-0.26390810457580366,0.2060546875
PABPC5,PABPC5,-0.33399426937448967,0.0048828125
PABPC5-AS1,PABPC5-AS1,0.8843866379241268,0.25
PABPN1,PABPN1,0.11377955818641451,0.240234375
PACC1,PACC1,-0.0641830473195752,0.46484375
PACERR,PACERR,1.0545513666242319,0.0029296875
PACRG,PACRG,-0.8923774553617569,0.1015625
PACRGL,PACRGL,0.013440599947253454,0.8984375
PACS1,PACS1,-0.09340796476377383,0.2783203125
PACS2,PACS2,-0.23513208933368243,0.009765625
PACSIN1,PACSIN1,0.050554077731273725,1.0
PACSIN2,PACSIN2,0.08845631935195458,0.3203125
PACSIN3,PACSIN3,0.5811340203480952,0.0244140625
PADI1,PADI1,1.8545527169094411,0.001953125
PADI2,PADI2,2.267767235149467,0.0068359375
PAF1,PAF1,-0.22352169696114554,0.0048828125
PAFAH1B1,PAFAH1B1,0.15152001111494778,0.0029296875
PAFAH1B2,PAFAH1B2,0.2241366811156596,0.0009765625
PAFAH1B3,PAFAH1B3,-0.09204951554849462,0.2783203125
PAFAH2,PAFAH2,-0.0836201829571978,0.46484375
PAG1,PAG1,-0.14193811752136576,0.4130859375
PAGR1,PAGR1,0.08239655036437406,0.3203125
PAICS,PAICS,0.24427065175397966,0.0419921875
PAIP1,PAIP1,0.15352642914824027,0.0537109375
PAIP2,PAIP2,-0.09708512693137164,0.0673828125
PAIP2B,PAIP2B,-0.8752833776033335,0.0009765625
PAK1,PAK1,0.004730673266785735,1.0
PAK1IP1,PAK1IP1,0.21243145592542653,0.009765625
PAK2,PAK2,0.12684946300311334,0.123046875
PAK3,PAK3,0.5476527009645614,0.1474609375
PAK4,PAK4,-0.2821821932662564,0.0830078125
PAK6,PAK6,1.4624677866429163,0.5
PALB2,PALB2,-0.0407447131827923,0.240234375
PALD1,PALD1,0.5899490413696468,0.1474609375
PALLD,PALLD,0.04649073037635349,0.7646484375
PALM,PALM,-0.4579468041805738,0.1474609375
PALM2AKAP2,PALM2AKAP2,-0.08593400317886783,0.46484375
PALM3,PALM3,0.8374855931914957,0.123046875
PALMD,PALMD,-0.8644066032771776,0.0068359375
PAM,PAM,-0.3078043659180644,0.009765625
PAM16,PAM16,0.26644353205446747,0.0673828125
PAMR1,PAMR1,0.6124033590656669,0.0537109375
PAN2,PAN2,-0.24334733896382482,0.0673828125
PAN3,PAN3,0.0212157634223189,0.9658203125
PAN3-AS1,PAN3-AS1,-0.11445535477410373,0.6376953125
PANK1,PANK1,-0.029422399787563506,0.8310546875
PANK2,PANK2,0.02117990687840896,0.7001953125
PANK3,PANK3,0.07374382951592882,0.365234375
PANK4,PANK4,0.05357151972878783,0.1474609375
PANO1,PANO1,0.24494675739165708,0.365234375
PANX1,PANX1,0.0024288385779311574,1.0
PANX2,PANX2,0.05661761179804299,0.9658203125
PAOX,PAOX,-0.2802084783633759,0.0419921875
PAPLN,PAPLN,-2.293660236142114,0.0009765625
PAPOLA,PAPOLA,0.035804594588375926,0.365234375
PAPOLB,PAPOLB,-0.1166300980434174,0.6376953125
PAPOLG,PAPOLG,-0.09043974368687085,0.240234375
PAPPA,PAPPA,-0.23418214253365818,0.5771484375
PAPPA-AS1,PAPPA-AS1,-0.2933008522494692,0.365234375
PAPPA2,PAPPA2,1.3288131853769687,0.0009765625
PAPSS1,PAPSS1,0.27181825069122834,0.0048828125
PAPSS2,PAPSS2,0.6159421085463483,0.0068359375
PAQR3,PAQR3,-0.30311405778442757,0.0009765625
PAQR4,PAQR4,-0.02213970761331583,0.7646484375
PAQR5,PAQR5,1.055341155487023,0.0068359375
PAQR6,PAQR6,-0.04202029899249765,0.8984375
PAQR7,PAQR7,0.033489106780955,0.8310546875
PAQR8,PAQR8,-0.25152872042058333,0.1015625
PAQR9,PAQR9,0.9851862792818413,0.0673828125
PAQR9-AS1,PAQR9-AS1,-0.0001902003420967929,0.84375
PARD3,PARD3,-0.022734723271115958,0.9658203125
PARD3-AS1,PARD3-AS1,-0.4394812890436932,0.4130859375
PARD3B,PARD3B,-0.2997641472519149,0.2060546875
PARD6A,PARD6A,-0.25041781705587995,0.240234375
PARD6B,PARD6B,-0.03972340256949855,0.7646484375
PARD6G,PARD6G,-0.3830375495367167,0.1748046875
PARD6G-AS1,PARD6G-AS1,-0.36099247927793415,0.3203125
PARG,PARG,0.07723801259215216,0.0830078125
PARGP1,PARGP1,-0.07192018325771508,0.7001953125
PARGP1-AGAP4,PARGP1-AGAP4,-0.06306361648358011,0.4130859375
PARK7,PARK7,0.17163008937359664,0.013671875
PARL,PARL,0.24765502195144362,0.0029296875
PARM1,PARM1,-1.3998931508005512,0.001953125
