gene_id,gene_name,log2FC_RA_vs_OA,p_value
DACT3-AS1,DACT3-AS1,-0.4420131857114535,0.6376953125
DAD1,DAD1,0.1560102038385185,0.0419921875
DAG1,DAG1,-0.05655230849920521,0.4130859375
DAGLA,DAGLA,-0.13465449667005364,0.123046875
DAGLB,DAGLB,0.22427700707075943,0.0673828125
DALRD3,DALRD3,-0.06886638189215899,0.5771484375
DANCR,DANCR,0.0642559950048381,0.6376953125
DAND5,DAND5,-0.15926932717653974,0.8203125
DANT2,DANT2,0.31059421577373053,0.240234375
DAO,DAO,0.8542891042462056,0.12890625
DAP,DAP,0.17365889688123365,0.0537109375
DAP3,DAP3,0.11008924035377567,0.0068359375
DAPK1,DAPK1,-0.5924178613945363,0.0009765625
DAPK1-IT1,DAPK1-IT1,-0.8188481171440247,0.1474609375
DAPK2,DAPK2,-1.4686559702173323,0.0009765625
DAPK3,DAPK3,-0.16822101427661287,0.0244140625
DAPL1,DAPL1,-3.191580353522235,0.0009765625
DAPP1,DAPP1,-2.01279645789985,0.25
DARS-AS1,DARS-AS1,0.07847505966586793,0.8310546875
DARS1,DARS1,0.11607584164899085,0.0244140625
DARS2,DARS2,-0.029840310388007836,0.6376953125
DAW1,DAW1,1.2664718413952984,0.001953125
DAXX,DAXX,0.017607660561232908,0.7001953125
DAZAP1,DAZAP1,0.09246728352622739,0.1748046875
DAZAP2,DAZAP2,-0.15398287946592892,0.0830078125
DAZL,DAZL,0.7356112708753304,0.8125
DBF4,DBF4,-0.04517602948417691,0.8984375
DBF4B,DBF4B,0.20125970818006883,0.51953125
DBH-AS1,DBH-AS1,-0.12449309440536503,0.625
DBI,DBI,-0.03350648077133092,0.9658203125
DBIL5P,DBIL5P,0.2757699826372261,0.5771484375
DBIL5P2,DBIL5P2,0.3665864643982015,0.8984375
DBN1,DBN1,-0.22092221384570962,0.1474609375
DBNDD1,DBNDD1,-0.4989930122837427,0.2060546875
DBNDD2,DBNDD2,0.1905117042973018,0.365234375
DBNL,DBNL,-0.0043172056986286065,0.7646484375
DBP,DBP,-0.8321550813645316,0.0029296875
DBR1,DBR1,-0.04070938879580809,0.2783203125
DBT,DBT,-0.005846170430085185,0.7646484375
DBX2,DBX2,-1.0954131183832259,0.0048828125
DCAF1,DCAF1,0.05558933657450483,0.0419921875
DCAF10,DCAF10,-0.027824900952089227,0.51953125
DCAF11,DCAF11,-0.18201147382094715,0.0322265625
DCAF12,DCAF12,0.046726409633387735,0.46484375
DCAF12L2,DCAF12L2,-2.4460620450595214,0.001953125
DCAF13,DCAF13,0.35676338978241934,0.0009765625
DCAF13P3,DCAF13P3,0.2031513970335326,0.365234375
DCAF15,DCAF15,-0.023864502870584534,0.8310546875
DCAF16,DCAF16,-0.024896778753807077,1.0
DCAF17,DCAF17,0.11406677213475092,0.2783203125
DCAF4,DCAF4,0.10790528235336404,0.3203125
DCAF4L1,DCAF4L1,0.006637254912987273,0.9658203125
DCAF5,DCAF5,-0.12903825810360806,0.1748046875
DCAF6,DCAF6,-0.08580374519439232,0.240234375
DCAF7,DCAF7,0.10690121769796442,0.2783203125
DCAF8,DCAF8,-0.037899197007422857,0.51953125
DCAKD,DCAKD,-0.1824537503707651,0.123046875
DCBLD1,DCBLD1,0.03811021189270555,0.7646484375
DCBLD2,DCBLD2,0.37119135595514674,0.0537109375
DCC,DCC,0.591658273781467,0.625
DCDC1,DCDC1,-0.875881603734822,0.123046875
DCDC2,DCDC2,-1.3740332179953831,0.0419921875
DCHS1,DCHS1,-0.33135447806197466,0.0185546875
DCHS2,DCHS2,0.3833493646541415,0.6953125
DCK,DCK,0.17480504314662776,0.123046875
DCLK1,DCLK1,-0.4654627282218762,0.1748046875
DCLK2,DCLK2,0.41690819771939835,0.0322265625
DCLK3,DCLK3,-0.6507632206770314,0.8984375
DCLRE1A,DCLRE1A,0.07308012552798955,0.46484375
DCLRE1B,DCLRE1B,0.15319043317549572,0.4130859375
DCLRE1C,DCLRE1C,-0.21992942799702347,0.0185546875
DCN,DCN,-0.5339400412355972,0.009765625
DCP1A,DCP1A,0.0072564415045603126,0.7001953125
DCP1B,DCP1B,-0.24196465970095496,0.0322265625
DCP2,DCP2,0.009292352540171831,0.365234375
DCPS,DCPS,0.016481094964651027,0.9658203125
DCST1,DCST1,-1.3889701376776986,0.296875
DCST1-AS1,DCST1-AS1,-0.10143172639291087,0.4130859375
DCST2,DCST2,-1.2363175251984506,0.0322265625
DCSTAMP,DCSTAMP,-1.9682618010572306,0.15625
DCT,DCT,-1.5945201752753249,0.009765625
DCTD,DCTD,0.12496862181810378,0.013671875
DCTN1,DCTN1,0.05943869625620342,0.8984375
DCTN1-AS1,DCTN1-AS1,0.1875095390168612,0.65234375
DCTN2,DCTN2,-0.11379318426423965,0.0673828125
DCTN3,DCTN3,0.003891655389490784,1.0
DCTN4,DCTN4,0.003505874425371829,0.8310546875
DCTN5,DCTN5,0.0279772232915137,0.46484375
DCTN6,DCTN6,0.13158502345143852,0.0419921875
DCTPP1,DCTPP1,0.22630404657525532,0.0185546875
DCUN1D1,DCUN1D1,0.13965766726693485,0.1015625
DCUN1D2,DCUN1D2,-0.0701618267604032,0.51953125
DCUN1D3,DCUN1D3,0.011968871603693353,0.9658203125
DCUN1D4,DCUN1D4,0.14898659610796086,0.0830078125
DCUN1D5,DCUN1D5,0.3774409643013858,0.0009765625
DCXR,DCXR,0.053913559853864174,0.8310546875
DCXR-DT,DCXR-DT,-0.4074827185688526,1.0
DDA1,DDA1,0.2738714677398573,0.013671875
DDAH1,DDAH1,0.6121952173681576,0.0009765625
DDAH2,DDAH2,-0.16008512569539704,0.51953125
DDB1,DDB1,0.011440227200741811,0.8310546875
DDB2,DDB2,-0.1437798020847161,0.365234375
DDHD1,DDHD1,0.13029072870483036,0.1748046875
DDHD2,DDHD2,0.09086000373557254,0.365234375
DDI2,DDI2,-0.2102269425211433,0.0537109375
DDIAS,DDIAS,0.22731141885091097,0.51953125
DDIT3,DDIT3,0.288308227937176,0.1474609375
DDIT4,DDIT4,0.6811900912651814,0.0048828125
DDIT4L,DDIT4L,-1.3130144688323282,0.0830078125
DDN,DDN,-0.6151746642187288,0.123046875
DDN-AS1,DDN-AS1,0.2895588583421463,0.2783203125
DDO,DDO,-0.8678865785776324,0.0048828125
DDOST,DDOST,-0.025536242218896294,0.5771484375
DDR1,DDR1,-0.14585926927388,0.1748046875
DDR2,DDR2,-0.3320683948862467,0.0673828125
DDRGK1,DDRGK1,0.070050059215851,0.240234375
DDT,DDT,0.06503296507495611,0.4130859375
DDTL,DDTL,-0.3345467782793895,0.6376953125
DDX1,DDX1,0.25378722238579676,0.013671875
DDX10,DDX10,0.10417014849866359,0.0419921875
DDX11,DDX11,-0.14481250021400283,0.4130859375
DDX11-AS1,DDX11-AS1,0.03822984086603405,0.8984375
DDX11L10,DDX11L10,2.164443109868761,0.625
DDX11L16,DDX11L16,-0.03322346085764525,1.0
DDX11L2,DDX11L2,0.1309823559599262,0.3203125
DDX11L5,DDX11L5,-0.37905516621919977,0.875
DDX11L9,DDX11L9,0.10378820693865216,1.0
DDX12P,DDX12P,0.0965555774417564,0.8310546875
DDX17,DDX17,-0.09499876709303601,0.3203125
DDX18,DDX18,0.1145555688469155,0.0048828125
DDX19A,DDX19A,0.05886913413482661,0.0830078125
DDX19B,DDX19B,-0.009302294813943512,0.9658203125
DDX20,DDX20,0.06545016280660142,0.46484375
DDX21,DDX21,0.5741724510408108,0.0009765625
DDX23,DDX23,-0.001993340512333567,0.7646484375
DDX24,DDX24,-0.17972639639945967,0.0185546875
DDX25,DDX25,-0.40039140587375294,0.375
DDX27,DDX27,-0.004133168801440781,0.8310546875
DDX28,DDX28,-0.029873466067812257,0.365234375
DDX31,DDX31,0.23800860753392783,0.001953125
DDX39A,DDX39A,0.01093397929271667,0.6376953125
DDX39B,DDX39B,0.13206984136974187,0.123046875
DDX39B-AS1,DDX39B-AS1,0.005783081923141193,0.84375
DDX3X,DDX3X,0.06572067945417298,0.1748046875
DDX4,DDX4,2.6343246632882864,0.125
DDX41,DDX41,-0.005022952993089607,0.8310546875
DDX42,DDX42,0.11757907886338191,0.1015625
DDX43,DDX43,1.0328926839231252,0.0830078125
DDX46,DDX46,0.1978464326623773,0.013671875
DDX47,DDX47,0.22480038919727455,0.0009765625
DDX49,DDX49,0.1543783119850017,0.0244140625
DDX5,DDX5,-0.011693910104582234,0.8984375
DDX50,DDX50,0.09970618613342139,0.0830078125
DDX51,DDX51,0.00769911948909427,1.0
DDX52,DDX52,0.13116543486050605,0.0048828125
DDX54,DDX54,-0.11055313799223052,0.1748046875
DDX55,DDX55,0.05881743958565522,0.5771484375
DDX56,DDX56,0.0358507100209853,0.2783203125
DDX58,DDX58,-0.1521059121273849,0.46484375
DDX59,DDX59,0.015275233577196741,0.9658203125
DDX59-AS1,DDX59-AS1,1.2387750173955323,0.359375
DDX6,DDX6,0.04830796666181945,0.4130859375
DDX60,DDX60,-0.39388477255963855,0.0537109375
DDX60L,DDX60L,-0.003932309450844887,0.6376953125
DEAF1,DEAF1,0.03824089781961082,0.8310546875
DECR1,DECR1,-0.03812800355212592,0.5771484375
DECR2,DECR2,0.16490934454661788,0.4130859375
DEDD,DEDD,-0.10961176384496384,0.1748046875
DEDD2,DEDD2,0.020497317036036876,0.51953125
DEF6,DEF6,0.542539859023625,0.0419921875
DEF8,DEF8,0.10054274989549888,0.0830078125
DEFB1,DEFB1,-1.3179850282853687,0.013671875
DEFB103A,DEFB103A,-1.3330781212745817,0.083984375
DEFB134,DEFB134,-2.0014360590230384,0.5
DEGS1,DEGS1,0.15450940317191403,0.0419921875
DEGS2,DEGS2,-2.3707074284723393,0.00390625
DEK,DEK,0.14419375480193353,0.2060546875
DELE1,DELE1,-0.0892541518373832,0.2060546875
DELEC1,DELEC1,1.5951969046353645,0.1875
DENND10,DENND10,0.11213415349802751,0.240234375
DENND10P1,DENND10P1,-0.22193606558519105,0.3203125
DENND11,DENND11,-0.05049842817093116,0.8310546875
DENND1A,DENND1A,-0.08631366083847425,0.240234375
DENND1B,DENND1B,0.1795636974206529,0.123046875
DENND1C,DENND1C,1.534073022526276,0.625
DENND2A,DENND2A,0.1180912639476781,0.7001953125
DENND2B,DENND2B,-0.8457858501296697,0.0009765625
DENND2C,DENND2C,0.5270772312233626,0.001953125
DENND2D,DENND2D,-0.24954230571425104,0.365234375
DENND3,DENND3,-0.8070850431398422,0.013671875
DENND4A,DENND4A,0.08393670765061224,0.3203125
DENND4B,DENND4B,-0.1214370246560762,0.1474609375
DENND4C,DENND4C,-0.5013776791229939,0.0185546875
DENND5A,DENND5A,0.06013447894293665,0.7001953125
DENND5B,DENND5B,-0.12460157396541477,0.2783203125
DENND5B-AS1,DENND5B-AS1,-1.2574290484844248,0.1953125
DENND6A,DENND6A,-0.06625261996487075,0.3203125
DENND6A-DT,DENND6A-DT,-0.3044499373565248,0.8203125
DENND6B,DENND6B,-0.22987141298041447,0.123046875
DENR,DENR,0.26491647656156525,0.0009765625
DEPDC1,DEPDC1,0.1606771944169413,0.5771484375
DEPDC1-AS1,DEPDC1-AS1,0.7659010890814136,0.0537109375
DEPDC1B,DEPDC1B,0.17404125169420098,0.6376953125
DEPDC4,DEPDC4,0.05947192685424036,0.8310546875
DEPDC5,DEPDC5,0.08024823431902284,0.0419921875
DEPDC7,DEPDC7,0.15256483918959357,0.3203125
DEPP1,DEPP1,-0.8831546919049743,0.001953125
DEPTOR,DEPTOR,1.030161340959744,0.0009765625
DERA,DERA,-0.0005091399766435086,0.8984375
DERL1,DERL1,0.0657275214700854,0.2060546875
DERL2,DERL2,0.05209119915325923,0.2783203125
DERL3,DERL3,-0.2422803212736772,0.8310546875
DERPC,DERPC,-0.08846286320889403,0.8310546875
DES,DES,-1.1569241669250778,0.0068359375
DESI1,DESI1,0.4458797020745147,0.0009765625
DESI2,DESI2,-0.03363987904469829,0.7001953125
DET1,DET1,0.0754567753048987,0.2783203125
DEUP1,DEUP1,-0.48147728411762036,0.25
DEXI,DEXI,-0.17361098225168403,0.2060546875
DFFA,DFFA,0.1369870081135148,0.009765625
DFFB,DFFB,-0.04703599231556265,0.9658203125
DGAT1,DGAT1,-0.23807961749677806,0.001953125
DGAT2,DGAT2,-0.2828629398112385,0.2783203125
DGCR11,DGCR11,0.15108790647642414,1.0
DGCR2,DGCR2,-0.3937424878298132,0.001953125
DGCR5,DGCR5,-0.37195868586958813,0.0830078125
DGCR6,DGCR6,-0.07458989733749266,0.9375
DGCR6L,DGCR6L,-0.2367948941285533,0.001953125
DGCR8,DGCR8,0.13643364717455259,0.0537109375
DGCR9,DGCR9,0.9896293717400811,1.0
DGKA,DGKA,0.27288828516294816,0.1015625
DGKB,DGKB,0.7493801170200229,0.2783203125
DGKD,DGKD,0.12359896368120418,0.2783203125
DGKE,DGKE,0.21963129825237224,0.001953125
DGKG,DGKG,-0.7028452785169568,0.0322265625
DGKH,DGKH,0.3134669818248277,0.0068359375
DGKI,DGKI,0.28427769979406586,0.0673828125
DGKQ,DGKQ,-0.13519420108066443,0.0830078125
DGKZ,DGKZ,-0.09226998182493325,0.7646484375
DGLUCY,DGLUCY,-0.30332472540733146,0.0185546875
DGUOK,DGUOK,0.2005509545614075,0.0068359375
DGUOK-AS1,DGUOK-AS1,0.556369047250575,0.2783203125
DHCR24,DHCR24,0.37117609502573334,0.0185546875
DHCR7,DHCR7,0.13190473769513605,0.46484375
DHDDS,DHDDS,0.19104716622356704,0.0068359375
DHDDS-AS1,DHDDS-AS1,-0.1857035602118019,1.0
DHDH,DHDH,-1.1173913361822485,0.0537109375
DHFR,DHFR,0.00730305035623431,0.9658203125
DHFR2,DHFR2,-0.3986764587360164,0.0185546875
DHH,DHH,-0.7748945104010124,0.037109375
DHODH,DHODH,0.20104440283575328,0.2060546875
DHPS,DHPS,-0.06482479274698862,0.51953125
DHRS1,DHRS1,0.020955304437261457,1.0
DHRS11,DHRS11,-0.031507399534687584,0.9658203125
DHRS12,DHRS12,-0.4223844785212887,0.0537109375
DHRS13,DHRS13,-0.4581088475174544,0.001953125
DHRS2,DHRS2,0.12967063452842545,0.7001953125
DHRS3,DHRS3,-0.0782289119826576,0.9658203125
DHRS4,DHRS4,0.07630476140747036,0.4130859375
DHRS4-AS1,DHRS4-AS1,0.09055532166566718,0.2783203125
DHRS4L1,DHRS4L1,-0.8384320460194226,0.2783203125
DHRS4L2,DHRS4L2,0.4162889149956975,0.3203125
DHRS7,DHRS7,-0.041052733705707285,0.5771484375
DHRS7B,DHRS7B,-0.07831575096490151,0.4130859375
DHRS9,DHRS9,4.970001589417943,0.0029296875
DHRSX,DHRSX,-0.13979323744451236,0.240234375
DHTKD1,DHTKD1,-0.25451464687575226,0.013671875
DHX15,DHX15,0.100439509031871,0.1015625
DHX16,DHX16,0.043286696089164634,0.51953125
DHX29,DHX29,0.013833484465129189,0.8310546875
DHX30,DHX30,-0.060876078261358754,0.2060546875
DHX32,DHX32,0.024021160298245265,0.8984375
DHX33,DHX33,0.10252790170254104,0.1748046875
DHX34,DHX34,0.057215482514077536,0.51953125
DHX35,DHX35,-0.055139953212090635,0.2783203125
DHX36,DHX36,0.11856153070998303,0.0244140625
DHX37,DHX37,-0.011519918844690441,0.9658203125
DHX38,DHX38,0.07952670448898466,0.46484375
DHX40,DHX40,-0.26319246503640026,0.0048828125
DHX57,DHX57,0.0024407807342132653,0.8310546875
DHX58,DHX58,-0.2055491310086215,0.123046875
DHX8,DHX8,-0.04506901777016761,0.46484375
DHX9,DHX9,0.07669150237626213,0.1015625
DIABLO,DIABLO,0.10845473517268663,0.0322265625
DIAPH1,DIAPH1,-0.005362091737947625,0.8984375
DIAPH1-AS1,DIAPH1-AS1,-1.591608590064604,0.75
DIAPH2,DIAPH2,-0.07743083000087397,0.51953125
DIAPH3,DIAPH3,0.3742264324150116,0.123046875
DICER1,DICER1,0.1981939322044465,0.0029296875
DICER1-AS1,DICER1-AS1,0.04406611422086278,0.9658203125
DIDO1,DIDO1,0.017980344260552252,0.5771484375
DIMT1,DIMT1,0.1934742154881725,0.0009765625
DINOL,DINOL,0.028264726118742974,0.8984375
DIO1,DIO1,0.6693883357203899,0.4375
DIO2,DIO2,-0.734999185092801,0.0322265625
DIO3,DIO3,-1.6738267124290267,0.46875
DIO3OS,DIO3OS,-0.24810478891688628,0.76953125
DIP2A,DIP2A,-0.2011452739265189,0.1015625
DIP2A-IT1,DIP2A-IT1,-1.9959852981623507,0.25
DIP2B,DIP2B,-0.26486508974850587,0.013671875
DIP2C,DIP2C,-0.21809323265002103,0.009765625
DIPK1A,DIPK1A,-0.25966867986842335,0.1015625
DIPK1B,DIPK1B,0.3668533101008187,0.25
DIPK2A,DIPK2A,0.2712803348074379,0.0009765625
DIRAS1,DIRAS1,-0.04840745069938773,0.5771484375
DIRAS2,DIRAS2,-0.25913395124596467,0.322265625
DIRAS3,DIRAS3,-0.8635785705912985,0.0322265625
DIRC1,DIRC1,1.0763160505039957,0.0537109375
DIRC3,DIRC3,-2.4793950971644483,0.0068359375
DIS3,DIS3,0.08270419986940052,0.0673828125
DIS3L,DIS3L,-0.010834761646935762,0.7646484375
DIS3L2,DIS3L2,0.0964938878459978,0.5771484375
DISC1,DISC1,-0.6282889886049841,0.0830078125
DISC1-IT1,DISC1-IT1,0.022552125010015002,1.0
DISC1FP1,DISC1FP1,-2.286858480553098,0.4375
DISC2,DISC2,-0.0029483113949085663,1.0
DISP1,DISP1,-0.3589926645316341,0.0830078125
DISP2,DISP2,-0.971637069079654,0.1015625
DISP3,DISP3,0.7326762714330517,0.2060546875
DIXDC1,DIXDC1,-0.023859640145536598,0.8310546875
DKC1,DKC1,0.3949058340801067,0.0009765625
DKFZP434A062,DKFZP434A062,0.35783096221238764,0.2060546875
DKFZP586I1420,DKFZP586I1420,-0.3434791952875427,0.013671875
DKFZp451B082,DKFZp451B082,1.217275796273718,0.4130859375
DKK1,DKK1,0.8381848648404698,0.0068359375
DKK2,DKK2,0.3616996951662851,0.7646484375
DKK3,DKK3,0.4152610844135943,0.123046875
DKKL1,DKKL1,0.4005768954525039,0.1015625
DLAT,DLAT,0.18274882028393594,0.0185546875
DLC1,DLC1,-0.03291016970171813,1.0
DLD,DLD,0.06691899663447283,0.51953125
DLEC1,DLEC1,-0.8638199136987669,0.0244140625
DLEU1,DLEU1,0.5180077741767233,0.013671875
DLEU1-AS1,DLEU1-AS1,-1.6636220054688708,0.013671875
DLEU2,DLEU2,0.08841087829582316,0.46484375
DLEU2L,DLEU2L,-0.8707256136498379,0.0068359375
DLEU7,DLEU7,0.5520899881737072,0.51953125
DLEU7-AS1,DLEU7-AS1,1.5815791184497787,0.75
DLG1,DLG1,0.3118830737336116,0.0537109375
DLG1-AS1,DLG1-AS1,-0.22837709745710733,0.6376953125
DLG2,DLG2,-0.3401716355572817,0.0419921875
DLG3,DLG3,0.1949793011130349,0.0419921875
DLG4,DLG4,-0.013608708049417053,0.9658203125
DLG5,DLG5,-0.3823405900850823,0.013671875
DLG5-AS1,DLG5-AS1,-0.1134251406425477,0.51953125
DLGAP1,DLGAP1,0.5798851630496789,0.240234375
DLGAP1-AS1,DLGAP1-AS1,-0.2809632124196526,0.0830078125
DLGAP1-AS2,DLGAP1-AS2,0.3181321858143666,0.3203125
DLGAP2,DLGAP2,-0.4918411090810765,0.25
DLGAP3,DLGAP3,-0.3906352992171372,0.84375
DLGAP4,DLGAP4,-0.15811466568876179,0.240234375
DLGAP4-AS1,DLGAP4-AS1,-0.3365680146978878,0.8984375
DLGAP5,DLGAP5,0.06781556105519326,0.7646484375
DLK1,DLK1,-1.0597630463172598,0.1015625
DLK2,DLK2,1.2590395514983008,0.1748046875
DLL1,DLL1,-0.781989690076349,0.2060546875
DLL3,DLL3,0.6624399620122283,0.0830078125
DLL4,DLL4,0.7985201203331505,0.3828125
DLST,DLST,-0.0791082845060817,0.1474609375
DLSTP1,DLSTP1,0.39559392695752293,0.5771484375
DLX1,DLX1,0.5206937957656371,0.4130859375
DLX2,DLX2,0.41855815071246066,0.240234375
DLX2-DT,DLX2-DT,2.025278660662573,0.25
DLX3,DLX3,-1.4492875338054236,0.0009765625
DLX4,DLX4,-1.4439092512781782,0.0009765625
DLX5,DLX5,0.27204209461198026,0.5771484375
DLX6,DLX6,0.8837302080582005,0.1015625
DLX6-AS1,DLX6-AS1,1.4826023406328297,0.0068359375
DM1-AS,DM1-AS,0.3751431867930282,0.5703125
DMAC1,DMAC1,-0.001480913317786762,0.8984375
DMAC2,DMAC2,-0.024839367506890787,0.5771484375
DMAC2L,DMAC2L,0.04318239462271742,0.8310546875
DMAP1,DMAP1,-0.09325285737811766,0.2060546875
DMBT1,DMBT1,-0.8983492735166186,0.009765625
DMBX1,DMBX1,-1.9982031373901117,0.3125
DMC1,DMC1,0.07751657309599554,0.6376953125
DMD,DMD,0.8975150250465744,0.0068359375
DMGDH,DMGDH,-0.21781610230224338,0.51953125
DMKN,DMKN,-1.2919439742726935,0.0009765625
DMPK,DMPK,0.103232085109006,0.51953125
DMRT2,DMRT2,-3.0865453003488446,0.0068359375
DMRTA1,DMRTA1,-0.4366688330030639,0.240234375
DMRTA2,DMRTA2,-1.2084841084442235,0.078125
DMTF1,DMTF1,-0.05108364810283668,0.7001953125
DMTN,DMTN,0.21372606405030983,0.4130859375
DMWD,DMWD,0.0007371746568008063,0.4130859375
DMXL1,DMXL1,-0.007976838271448544,0.8984375
DMXL2,DMXL2,-0.3602999807992537,0.009765625
DNA2,DNA2,0.05754040472836204,0.5771484375
DNAAF1,DNAAF1,0.14930385005995994,0.9375
DNAAF2,DNAAF2,-0.006223758273242521,0.9658203125
DNAAF3,DNAAF3,-0.6247784590994785,0.0419921875
DNAAF4,DNAAF4,-0.3828332596338241,0.0009765625
DNAAF4-CCPG1,DNAAF4-CCPG1,0.8050946597601125,0.123046875
DNAAF5,DNAAF5,-0.167754089407579,0.0244140625
DNAH1,DNAH1,-0.21909654066937206,0.2060546875
DNAH10,DNAH10,-1.1971586790910675,0.6376953125
DNAH11,DNAH11,0.7404863237561273,0.1484375
DNAH12,DNAH12,0.3456305387435046,0.51953125
DNAH14,DNAH14,0.08310051885884695,0.1015625
DNAH17,DNAH17,-1.8158431220019131,0.00390625
DNAH17-AS1,DNAH17-AS1,0.007604980326900749,1.0
DNAH2,DNAH2,0.3395402088162071,0.7646484375
DNAH3,DNAH3,-1.6849559199111712,0.10546875
DNAH5,DNAH5,-0.16378416533662193,0.5771484375
DNAH6,DNAH6,-1.4215882574541805,0.0009765625
DNAH7,DNAH7,-1.1466577251309655,0.0068359375
DNAH8,DNAH8,0.15730332780167525,0.9658203125
DNAH9,DNAH9,-3.4053476550604516,0.09375
DNAI1,DNAI1,-3.9695292583444863,0.0078125
DNAJA1,DNAJA1,-0.0278099704460316,0.5771484375
DNAJA2,DNAJA2,0.07111810649361659,0.0830078125
DNAJA3,DNAJA3,0.22107862023428781,0.013671875
DNAJA4,DNAJA4,0.3965583764890843,0.0185546875
DNAJB1,DNAJB1,-0.09065677555743781,0.51953125
DNAJB11,DNAJB11,0.29210818368102787,0.0419921875
DNAJB12,DNAJB12,0.03122707458792351,0.365234375
DNAJB13,DNAJB13,0.4149258079942965,0.6875
DNAJB14,DNAJB14,0.06415571082597309,0.1748046875
DNAJB2,DNAJB2,-0.28638491110811937,0.0185546875
DNAJB4,DNAJB4,0.5739869487633755,0.013671875
DNAJB5,DNAJB5,-0.3182051362978989,0.0068359375
DNAJB5-DT,DNAJB5-DT,0.5076281375645117,0.3828125
DNAJB6,DNAJB6,-0.09871819157168667,0.3203125
DNAJB9,DNAJB9,-0.08770281657250181,0.46484375
DNAJC1,DNAJC1,0.1715830197294803,0.0830078125
DNAJC10,DNAJC10,0.1581570782786102,0.0185546875
DNAJC11,DNAJC11,0.17718392574558497,0.0048828125
DNAJC12,DNAJC12,0.3270601920441815,0.0830078125
DNAJC13,DNAJC13,-0.08466969222302698,0.1748046875
DNAJC14,DNAJC14,-0.03291501982840102,0.4130859375
DNAJC15,DNAJC15,0.23231904612644377,0.1474609375
DNAJC16,DNAJC16,0.051608404523728536,0.5771484375
DNAJC17,DNAJC17,0.053384512292662445,0.2783203125
DNAJC18,DNAJC18,-0.1212449282088464,0.4130859375
DNAJC19,DNAJC19,0.0073274397058956525,0.8310546875
DNAJC2,DNAJC2,0.12765745244596943,0.2783203125
DNAJC21,DNAJC21,-0.0804526511130882,0.365234375
DNAJC22,DNAJC22,0.703333579517525,0.123046875
DNAJC24,DNAJC24,0.0013403886248355443,0.8310546875
DNAJC25,DNAJC25,0.036487809620883195,0.51953125
DNAJC25-GNG10,DNAJC25-GNG10,1.2451474854078362,0.5
DNAJC27,DNAJC27,-0.12789128838058506,0.1474609375
DNAJC27-AS1,DNAJC27-AS1,-0.18549194033644004,0.9658203125
DNAJC28,DNAJC28,-0.2963355317254321,0.013671875
DNAJC3,DNAJC3,0.04466656042205743,0.3203125
DNAJC3-DT,DNAJC3-DT,-0.05941106754750499,0.7001953125
DNAJC30,DNAJC30,-0.06474321620272282,0.7646484375
DNAJC4,DNAJC4,-0.2404705626169289,0.1474609375
DNAJC5,DNAJC5,0.1506856902005563,0.1015625
DNAJC5B,DNAJC5B,1.9091054006823602,0.0390625
DNAJC6,DNAJC6,0.37773831157244775,0.1474609375
DNAJC7,DNAJC7,0.10676569909322955,0.1748046875
DNAJC8,DNAJC8,0.004769098481597186,0.9658203125
DNAJC9,DNAJC9,0.32903615661458707,0.123046875
DNAJC9-AS1,DNAJC9-AS1,-0.04839674621604737,0.8310546875
DNAL1,DNAL1,0.025946605110935883,0.365234375
DNAL4,DNAL4,-0.26018923582108805,0.0322265625
DNALI1,DNALI1,-0.45607535120711995,0.001953125
DNASE1,DNASE1,-0.002374301417166781,0.7001953125
DNASE1L1,DNASE1L1,0.1864700693383325,0.4130859375
DNASE1L2,DNASE1L2,0.17255704063169164,0.7001953125
DNASE1L3,DNASE1L3,-2.0377070050048967,0.0009765625
DNASE2,DNASE2,-0.20367369966407847,0.1015625
DNASE2B,DNASE2B,-1.9907031194414664,0.625
DND1,DND1,0.034780019588299425,0.7646484375
DNER,DNER,0.45594573723771215,0.365234375
DNHD1,DNHD1,-0.304138401810094,0.013671875
DNLZ,DNLZ,0.1046261868810559,0.6376953125
DNM1,DNM1,-0.1816511808573474,0.8310546875
DNM1L,DNM1L,0.262666386258779,0.0048828125
DNM1P35,DNM1P35,-0.5959242414158571,0.375
DNM1P41,DNM1P41,-0.6649552196211266,0.0322265625
DNM1P46,DNM1P46,-0.9447509771326812,0.0244140625
DNM1P50,DNM1P50,-0.0028802396355882103,0.640625
DNM2,DNM2,-0.16870029900478895,0.0673828125
DNM3,DNM3,0.08237811205059573,0.7646484375
DNM3-IT1,DNM3-IT1,-1.639357649890869,0.5
DNM3OS,DNM3OS,0.25986003395193985,0.0537109375
DNMBP,DNMBP,0.22715414934654946,0.123046875
DNMBP-AS1,DNMBP-AS1,1.0061363494965812,0.5
DNMT1,DNMT1,0.26510842357274705,0.3203125
DNMT3A,DNMT3A,-0.004655862988890233,0.9658203125
DNMT3B,DNMT3B,-0.5005164685592338,0.0029296875
DNPEP,DNPEP,-0.10033969597750161,0.2783203125
DNPH1,DNPH1,-0.18550373262233674,0.0830078125
DNTTIP1,DNTTIP1,-0.004709974268600482,0.8984375
DNTTIP2,DNTTIP2,0.1481638478206033,0.009765625
DOC2A,DOC2A,0.28798349485498376,0.51953125
DOC2B,DOC2B,-1.4957791082582395,0.064453125
DOC2GP,DOC2GP,1.6411731296503569,1.0
DOCK1,DOCK1,-0.07654678546199961,0.4130859375
DOCK10,DOCK10,0.379389580706371,0.009765625
DOCK11,DOCK11,-0.15718143245007113,0.4130859375
