V1,OA6,OA1,OA7,OA2,OA8,OA3,OA4,OA5,OA9,OA10,RA1,RA2,RA7,RA8,RA3,RA9,RA4,RA5,RA10,RA6
HLTF,0.000717175164601929,0.00137285582748712,0.000761606390335148,0.000988737570583865,0.00135968712263472,0.00179897086707023,0.00233122990342794,0.00169962112566687,0.00103671309775004,0.00138343024656499,0.000711293383008194,0.000642223952884489,0.00190818649398629,0.000995662427964176,0.0014749714062062,0.00161980341143827,0.00176746979167156,0.00109786741166624,0.000711553268597487,0.0012820345519009
HLX,0.000216725568818016,0.000232918660403714,0.000216023950762757,0.000517258484832572,0.000240905684101226,0.000182603132493301,0.000313018441996701,0.00019773817564256,0.000350999921843179,0.000456928617139055,0.000180787139482083,0.000166639480438438,0.000225058761601683,0.00019425935853641,0.000171443668191827,0.000150990719433496,0.000233002379708445,0.00018101123862369,0.000581393442754959,0.000212928673439457
HMBOX1,0.000135775503797978,0.000114731864598553,0.000116824124864001,0.000109633865782993,6.67119363050819e-05,0.000111216302008383,0.000203317107148142,0.000137108045076392,0.000135476190301475,9.5201536476627e-05,0.000100860697222868,0.000130658226761684,0.000102177159885674,0.000121904576435869,8.86076022321704e-05,7.94709222230543e-05,0.000171255385280517,9.95212815515266e-05,0.000178444636765142,0.000121124855264352
HMG20B,0.00108816060625879,0.00122361651680121,0.00118115148793,0.00161109478515189,0.0010308448540878,0.00100599170784762,0.0010213283158321,0.00134902352380151,0.00139113741915442,0.00228823458653218,0.00148854957359918,0.000805792548767171,0.00109790289448032,0.00125257834526148,0.0012978758861118,0.00121285677525812,0.00145239292023151,0.00137921617101797,0.00212665425362147,0.00109861662483532
HMGA1,0.00401057164340149,0.0058817026473078,0.00568117308703892,0.00549930177745744,0.00682420085471487,0.00398258300092345,0.00630900263337961,0.00558233249103871,0.00385415841811886,0.00801214857681766,0.00472998534667649,0.00542847770829179,0.00604385029966158,0.00511068451893611,0.00467283846203742,0.00571221553397113,0.00722996616364862,0.0033602758513396,0.00563247212772363,0.00511128815638607
HMGA2,0.000212587428011905,0.000437935017087082,0.000312538361194594,0.000436286194294992,0.000696216929932954,0.000338370443240498,0.000431992753723784,0.000326197828920785,0.000351809974951236,0.00021854428887666,0.000458223753451786,0.000302634021474735,0.000433865825496209,0.000584785361495992,0.000199184572417521,0.000316040075582621,0.000185713328610874,0.000331517559099022,0.000317031645451253,0.000331782635976577
HMX1,3.91274433982899e-05,3.52083873818997e-05,3.34704214115559e-05,4.17030708113522e-05,3.51205522634129e-05,4.00121927877927e-05,3.44775449562424e-05,4.71690704000477e-05,5.11386672628974e-05,3.39353552900341e-05,4.17777265591834e-05,4.87000111623648e-05,3.02171832700441e-05,3.2797629064005e-05,3.45540336760086e-05,3.58089686134242e-05,3.12821734403107e-05,3.38487884053816e-05,5.96119921947021e-05,3.52349593007187e-05
HMX2,3.6134817036025e-05,3.46244972129278e-05,3.03821196722325e-05,4.45069015390023e-05,3.71564852084422e-05,2.79806522085343e-05,3.53652044198899e-05,3.36325658954623e-05,2.5912033013873e-05,2.44606226876622e-05,3.2278940639203e-05,3.47310714415712e-05,3.04302756766414e-05,3.02584972396446e-05,3.42523433198543e-05,3.05746279836237e-05,2.83768344574887e-05,3.71227970656408e-05,2.78456591181384e-05,3.32540195333508e-05
HMX3,3.5336319453002e-05,4.89804126331345e-05,3.93581628918184e-05,4.03043231188255e-05,3.59094420808311e-05,3.35916670735813e-05,3.96036930135451e-05,3.36581356467643e-05,3.35743316783894e-05,2.55535845624282e-05,4.60238264625253e-05,3.47215185847986e-05,2.97602576874216e-05,4.00288918537637e-05,4.0652104895786e-05,4.21599704424009e-05,3.3368891128009e-05,3.55865337616449e-05,2.65244125339843e-05,3.48753123999058e-05
HNF1A,8.37744629690454e-05,8.74533543555448e-05,0.000107931020067512,9.66128828466097e-05,0.000101024155452238,9.9689492892991e-05,8.04585334052727e-05,7.30413842576609e-05,9.44204550322815e-05,9.62413909981214e-05,0.00022603429440836,7.72624797893797e-05,0.000160805980846676,9.45383328102712e-05,0.000289153345808281,0.000120351456957442,6.62766330017668e-05,9.35809251394054e-05,8.56751532704257e-05,9.29375294596224e-05
HNF1B,5.69256733076963e-05,4.54049893032008e-05,3.86373193364829e-05,4.14671305203319e-05,3.86885054236563e-05,3.91567580254915e-05,4.5176977330249e-05,4.71675052870925e-05,4.19909442757482e-05,4.27703198952412e-05,4.1110108146981e-05,4.61775050898938e-05,4.32237572086631e-05,5.31311131001085e-05,4.95165903559508e-05,9.98409112586953e-05,3.52392774829698e-05,4.98437109366963e-05,5.21247482968253e-05,4.31362842701089e-05
HNF4A,0.000462944688367508,0.000476836822245138,0.00032780835873382,0.000269888573683711,0.000344559555975789,0.000394219160428419,0.000532505849988819,0.000271382027266077,0.000308274375786356,0.000289743052911804,0.000245341825097106,0.000384732487913546,0.000203957756864722,0.000303288051623304,0.000262008923349903,0.000291812512294173,0.000256781023839114,0.000274673923513962,0.000212421543368091,0.000321555671729945
HNF4G,8.33517645834362e-05,0.000149277725126042,0.000144487914398662,9.52975163713351e-05,0.00014959442367548,0.00011331546294454,0.000140007069566619,0.000137668786042496,0.000136210855760382,0.000168245955089478,0.000108130913218881,0.00013910532058904,0.000157701174746557,0.000128688876543719,0.000195389159881912,0.000101106594323434,0.000105892570854361,0.000101494449305874,0.000142548116029174,0.000160089142154574
HOMEZ,0.000147865866817665,9.31319470019108e-05,0.000186164656735304,0.000100221842369813,7.07609082798957e-05,9.53871406201054e-05,0.000115337427224299,9.77774194006434e-05,8.50923404784413e-05,0.000102272491894448,5.79125157652566e-05,7.22263022694353e-05,6.34740307342269e-05,0.000115088003467011,8.1224163676359e-05,5.92669497031823e-05,7.69375433096368e-05,7.63819513923277e-05,0.000154423317820358,5.6396191390995e-05
HOXA1,0.000411711651056391,0.000216046164684437,0.000152268822464848,0.000187883961923376,0.000120476458863127,0.000134274858497607,0.000199778768773665,0.000284253306421152,0.000525858736069274,0.000115025771042198,0.000200586429777574,0.000228910250989571,0.000147043237031695,0.000111016089952149,0.000103500073677335,0.000231082975592988,0.000111858498297342,0.000168784523044508,0.000265311288520901,0.00040164045887032
HOXA11,0.000244658036631786,0.000655240181397717,0.000213212124443553,0.000220068870050029,0.000352226650629356,0.000255323059375326,0.000282844760240187,0.000320755431477054,0.000556531860512081,0.000270226467456196,0.000179641367825229,0.000254296219245549,0.000145746958170946,0.00024874648048948,0.000194216016050034,0.000227489313023867,0.000176501997706731,0.000177576836707591,0.000532698866167317,0.000163591302202679
HOXA13,0.000397930157902741,0.000452510144827718,0.000543745880035546,0.000560348168325936,0.00104511202586882,0.00115535734593762,0.000867232220804985,0.000923208520352092,0.0005110913444814,0.000696275270662636,0.000554555934792263,0.000805672790100768,0.000293718972812212,0.00105185815526456,0.000453568462958332,0.00027705903073674,0.000611804762905728,0.000454991250705884,0.00090039320702956,0.000502026629136
HOXA2,0.000158848380885002,0.000124665519026189,5.97761764378033e-05,9.70376910945493e-05,0.000115871143540248,0.000109662378203893,7.37392930273476e-05,6.49701277855231e-05,9.92780730940054e-05,7.65689812706575e-05,4.15782183034555e-05,0.000107536853150516,0.000105057912752037,5.58229019572232e-05,7.38978279927703e-05,0.000141879290657989,4.14017101689304e-05,5.43125917163723e-05,5.9942649997043e-05,4.61465020523534e-05
HOXA3,7.66714695554953e-05,6.9453618432473e-05,6.96784282836091e-05,7.33070883049159e-05,9.28347878379895e-05,6.27030531245114e-05,5.82116223496056e-05,6.65500732939293e-05,5.71249719615072e-05,6.54526479874534e-05,6.20715902845998e-05,8.20285447145328e-05,0.000493194081997341,3.84696237479018e-05,0.000101770683621911,4.79252318434072e-05,0.000157456387845956,5.76168378020526e-05,7.35679128037841e-05,5.30828322852164e-05
HOXA5,0.000334614721058124,0.000374231457126313,0.000336964461443543,0.000304153950967409,0.00023984728132418,0.000308890521370394,0.000250209679631166,0.000388398426632908,0.000325282454381007,0.000350334831364118,0.000191117532794458,0.000202956998508599,0.000290299917800425,0.000210379005283969,0.00021844566641854,0.000346673097310221,0.000263385029622443,0.000281045433144273,0.000210782056742311,0.000223088631990634
HOXA6,0.000145629023010292,0.000169142591790511,0.000124729789293163,0.000212709637302935,0.000125047563724841,7.67035271954109e-05,0.000230155619349371,9.38493498010861e-05,9.49850294358913e-05,7.84851588954973e-05,7.57682313589997e-05,9.9923177079899e-05,0.000145651021180459,7.91598574718388e-05,9.51988714421291e-05,8.49002585654452e-05,0.000138486300821807,0.000136361056341912,0.000175423093229908,8.11458798275619e-05
HOXA7,0.000239379751247951,0.000199538593624062,0.000175742452087058,0.00019628882724187,0.000315231806619378,0.000202576092160449,0.000221410157187789,0.000242186494825512,0.000159939593283187,0.000240753404221234,0.000182534467998429,0.000205690062190919,0.000205066594983204,0.000119386205420472,0.000169147508961408,0.000186799619647643,0.000227326420129381,0.00030853816670167,0.000220932518687922,0.000284457729988829
HOXA9,0.001528024851302,0.00132815964648825,0.00175280723809406,0.000924568278048686,0.00136447308709561,0.00125605846317829,0.00128755278289005,0.00226172029406659,0.0010612156422856,0.00220755557841918,0.00141569477819382,0.000811224928130092,0.00118979273233287,0.00129197842884182,0.00126692616608705,0.00160988933165376,0.00106790344422802,0.000964730599877226,0.00185186165805312,0.00164644027290762
HOXB1,6.46972331809004e-05,2.65836504452076e-05,2.44881689919464e-05,2.73514913516484e-05,2.49874205138661e-05,2.29031977230658e-05,2.49554882968043e-05,4.65119598580245e-05,6.21291386429307e-05,2.2925577980214e-05,3.80251697726466e-05,5.52206011487899e-05,2.700257436099e-05,3.18756369651112e-05,2.78743104497966e-05,2.62636338824869e-05,2.26058417848609e-05,2.87114601315527e-05,2.18920078638465e-05,4.76709831464999e-05
HOXB13,0.000146646996270651,0.000112171248079961,7.41870746960205e-05,0.000126283627398076,9.45421891684769e-05,6.60683496948046e-05,6.33609126260469e-05,7.56853518224952e-05,0.000129382153804825,0.000132985216412554,0.000181569090446261,7.85174901852006e-05,4.45973498641372e-05,0.00106171379321623,8.01905086808695e-05,0.000226363033039879,0.000136594248956127,0.000227628687340322,0.0001155508562254,0.000196012865612691
HOXB2,0.000103507792074777,0.000202089708340009,9.75107143262659e-05,7.63058767625958e-05,3.4683990504626e-05,3.32109403008344e-05,2.70450786963437e-05,2.79852346855872e-05,5.28059109740236e-05,2.47144977520702e-05,4.87554326829519e-05,7.29439154727076e-05,0.000104780396471785,3.56986578752773e-05,0.000108676961916968,0.000162525330760631,4.24360798857713e-05,7.03169627388832e-05,0.000206165996666645,0.000200435808044743
HOXB3,0.000287212582828922,0.000127206505701109,7.16958423795778e-05,2.68507843471946e-05,2.14716259910505e-05,2.16293009749918e-05,2.10865559241958e-05,2.2408120850506e-05,1.91668132721046e-05,1.83777169992314e-05,3.28079759908733e-05,2.54644765932639e-05,4.69656981926986e-05,2.53044992026255e-05,7.46445404630115e-05,4.44355738516712e-05,2.01561108932036e-05,2.81426192847165e-05,2.81928600513799e-05,6.62234574012706e-05
HOXB4,0.000209032406886729,0.000216912281125716,0.000147674221317594,3.168311174828e-05,2.76696833397332e-05,2.42232240325312e-05,2.90501821997199e-05,3.16975057241658e-05,2.09720258699326e-05,2.38034739967441e-05,3.20485257070814e-05,4.23067416285335e-05,0.00014853593679603,3.02025772538298e-05,0.000120400888707103,9.50725492397129e-05,2.24026881350904e-05,4.49897153231184e-05,3.45703297600443e-05,0.000178733122575419
HOXB5,0.000221218238550478,8.33541586350972e-05,3.05968934269144e-05,3.02269477845881e-05,2.26082684141056e-05,2.30761219704118e-05,2.2925697245692e-05,2.56101702621685e-05,2.48383740579546e-05,2.20353486357325e-05,2.63563874150688e-05,2.89269137104953e-05,3.32627476664219e-05,2.52738413970672e-05,3.84319830037133e-05,4.38000513052255e-05,2.15976544366202e-05,3.36537623724029e-05,2.25472217070667e-05,7.92582467593555e-05
HOXB6,0.000200514103234525,8.66506821700677e-05,4.8885910605385e-05,2.55415660283543e-05,2.2000591221472e-05,2.29992596098961e-05,2.26405925010344e-05,2.71522103026965e-05,2.08041920124118e-05,2.31289601037311e-05,3.89223902294775e-05,2.5178512716024e-05,8.15527019168027e-05,2.35497220134892e-05,6.57079493265729e-05,4.97680045186621e-05,2.01621877957931e-05,3.2580208456757e-05,3.93168413822052e-05,5.36469670762391e-05
HOXB7,0.000489226385335013,0.000154872303423708,0.000139526891963836,2.26550506112433e-05,2.63656687299759e-05,2.52970727627144e-05,2.98893141248368e-05,2.89754947943705e-05,2.5503389183846e-05,2.57390727021173e-05,3.09489871910209e-05,2.69326126769039e-05,0.000150729883864964,3.70663771979346e-05,0.000159963592581216,0.000133104368983391,2.13677249431444e-05,3.03506881346422e-05,2.59189123230276e-05,0.000206014404337984
HOXB8,2.88439676788104e-05,3.06579810710689e-05,2.62100121239164e-05,2.54986611590591e-05,2.77397783420258e-05,2.78103156943952e-05,3.10687420595904e-05,3.10522179218146e-05,2.67518015552284e-05,2.74842430966511e-05,3.14769038869796e-05,2.94340104447099e-05,2.81163217352394e-05,3.08723174371916e-05,3.45749251250318e-05,2.74198337356001e-05,2.15737925175505e-05,4.18116457304947e-05,2.73280226763723e-05,2.94944973785194e-05
HOXB9,4.2657489301051e-05,4.61011029417859e-05,3.98690493639608e-05,4.89416040373641e-05,4.2193898883176e-05,3.59316740168863e-05,3.24462972014112e-05,4.27018390651246e-05,3.50985339313374e-05,3.53087565759798e-05,3.43063777494104e-05,4.20258227597365e-05,5.27444587728468e-05,4.18127567628395e-05,4.40864957000454e-05,4.80028410231441e-05,3.55723445909046e-05,5.96191632510689e-05,3.75437354675765e-05,3.83834059075126e-05
HOXC10,0.00125335733342147,0.00219713807157078,0.00140998641450024,0.0012354703782608,0.00117774002130038,0.000835859219344853,0.00115976490499969,0.00131352852712801,0.00131507229633341,0.00172692536167684,0.00139119386997069,0.00173438016132163,0.00137990610275522,0.000152644887099304,0.0012145794581511,0.00174610303475939,0.00094518385655362,0.00103072008069145,0.00190419345212416,0.00130053382395168
HOXC11,0.000436478684913906,0.000665031813332686,0.000453248083713274,0.000464498837146943,0.000393809384231637,0.000306929021584257,0.000382268030656867,0.000427736488111813,0.000401100962726898,0.000559629142192578,0.000290708335263193,0.000286767801986336,0.000573811840573123,8.91874828337414e-05,0.000412101411040991,0.000551044224212241,0.000428547210294854,0.000343492059739959,0.000620390983917713,0.00043492860386294
HOXC12,4.96687292773482e-05,7.03357349429313e-05,5.61860122273689e-05,4.62099899424867e-05,4.99208625606508e-05,4.6120332448015e-05,4.20380311811659e-05,4.52641451876873e-05,4.79229195474831e-05,6.15756733796129e-05,4.24733993329612e-05,5.29205696519296e-05,4.95172350961642e-05,5.53840367416303e-05,5.90763134653156e-05,5.29955747361113e-05,4.98222401531335e-05,5.03666329600183e-05,7.8548447432274e-05,5.1649547043125e-05
HOXC13,8.8287647662091e-05,0.000120855788734333,6.1011653364046e-05,0.000110542518668637,6.98222877334225e-05,0.000111448577796201,0.000104153469105924,7.74362925344728e-05,9.97952640863308e-05,5.3829855426377e-05,0.00011423736947972,0.000125834985051905,0.000102822640093239,6.52063303266374e-05,0.000120794052029176,9.97029651872311e-05,6.26803847740694e-05,4.94207011965314e-05,0.000197051927064355,0.000146363997078638
HOXC5,0.0001134225648498,0.000250749011184618,0.000194662850087342,0.000222060715205264,0.000104116977003768,0.000101202181479227,0.000180413329413235,0.000127097097678726,0.00014862175012636,0.000151188167466598,0.000108445889015155,0.000155506945349585,0.0002837785252233,9.04992195264044e-05,0.000129482073794409,0.000122465386780033,0.000135973515403952,0.000203737166816504,0.000136741619900583,0.000141683404948602
HOXC6,0.000343598590811503,0.000375872801399757,0.000292807042626906,0.000391398068687842,0.000263524826643986,0.000217042318457473,0.000382631935322166,0.000315974407129713,0.000305162044333339,0.000298398181331965,0.00028006889935766,0.000187290605078742,0.000305159284762511,0.000165588588450396,0.000306836149167417,0.000457709925594955,0.000199841564546378,0.000296735402548876,0.000319471509826435,0.000337464272470035
